Evidence ID,Title,Category,Description,Purpose,Software item,SVerP activity ID,SVerP reference,Verification method,Verification level,Verified product,Required baseline,Actual baseline,Planned producer,Reviewer,Independence,Planned availability,Status,Approval status,Checksum,SVR destination,DJF destination,Source path,Priority
EVD-ARCH-006,Architecture Verification Evidence — 0005-synthetic-demo-data-separation.md,Architecture Verification Evidence,Repository artefact at ecss-ml-assurance-workbench/docs/adr/0005-synthetic-demo-data-separation.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,docs,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/docs/adr/0005-synthetic-demo-data-separation.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,50a278a74d462bbf727f1496c6a4f3ed2ab00a2671da9334ba88b1fbd0a44a26,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/docs/adr/0005-synthetic-demo-data-separation.md,P1
EVD-ARCH-007,Architecture Verification Evidence — 0006-file-system-security-boundaries.md,Architecture Verification Evidence,Repository artefact at ecss-ml-assurance-workbench/docs/adr/0006-file-system-security-boundaries.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,docs,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/docs/adr/0006-file-system-security-boundaries.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,fd7680b53e1b741c0276f17d93dee6cc51cd297b2c7aec198d62c54d180f8cc5,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/docs/adr/0006-file-system-security-boundaries.md,P1
EVD-ARCH-008,Architecture Verification Evidence — 0007-output-directory-strategy.md,Architecture Verification Evidence,Repository artefact at ecss-ml-assurance-workbench/docs/adr/0007-output-directory-strategy.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,docs,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/docs/adr/0007-output-directory-strategy.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,74ca594ccb21768c147291925af6c3d938604b8f5e9cee73bb3bc15be40f34b6,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/docs/adr/0007-output-directory-strategy.md,P1
EVD-RVW-010,Review Evidence — api.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/docs/api.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,docs,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/docs/api.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,9a19268666d9cbedc2211bbbcc7860dec2b50271a10a198d2f5cbeca6c4849ec,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/docs/api.md,P1
EVD-RVW-011,Review Evidence — architecture.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/docs/architecture.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,docs,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/docs/architecture.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,0a80da584d52a6f181a354636193e3317101f1c73d9fea43e82783ae40320cdf,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/docs/architecture.md,P1
EVD-RVW-012,Review Evidence — assurance-registry.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/docs/assurance-registry.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,docs,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/docs/assurance-registry.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,231f1df2b9c571f802fda564a65ec0b23bdd1272765a94eecbf589da921e55ff,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/docs/assurance-registry.md,P1
EVD-RVW-013,Review Evidence — cv-maintenance.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/docs/cv-maintenance.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,docs,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/docs/cv-maintenance.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,69e4d9ed87f3f3b033558b45c885c147ab4361edff6eb85f6eb189400712501a,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/docs/cv-maintenance.md,P1
EVD-RVW-014,Review Evidence — data-readiness-methodology.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/docs/data-readiness-methodology.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,docs,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/docs/data-readiness-methodology.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,0a2140077f9c99ab4be871cc9d4b6a11e42cb733ccbaf6725b86a8bdc9b36b3a,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/docs/data-readiness-methodology.md,P1
EVD-RVW-015,Review Evidence — deployment-decision-method.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/docs/deployment-decision-method.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,docs,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/docs/deployment-decision-method.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,b550df7ceffa7cecec668dfa1b0275b4ffb58f60176721c25ea358361fc06f8b,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/docs/deployment-decision-method.md,P1
EVD-RVW-016,Review Evidence — deployment-guide.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/docs/deployment-guide.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,docs,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/docs/deployment-guide.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,e4ae8464afa533d35f735e410c3bedd141f3910cbe469709e31b9b727fc60441,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/docs/deployment-guide.md,P1
EVD-RVW-017,Review Evidence — evidence-package-schema.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/docs/evidence-package-schema.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,docs,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/docs/evidence-package-schema.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,cbf9d88374f938a03f507a4ec6c8d6f534c6f01360376d9ff0fcc66dbdf8273b,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/docs/evidence-package-schema.md,P1
EVD-RVW-018,Review Evidence — known-limitations.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/docs/known-limitations.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,docs,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/docs/known-limitations.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,bc8660ef4af992ae89649f6c59a0c0c2362a0f832a3ecb38e7c3cb9cfcd7dee3,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/docs/known-limitations.md,P1
EVD-RVW-019,Review Evidence — portfolio-content-architecture.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/docs/portfolio-content-architecture.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,docs,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/docs/portfolio-content-architecture.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,4566445dff800c07ddb341a2785f95ae295b43be051e0d1933e870a4cfe753c5,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/docs/portfolio-content-architecture.md,P1
EVD-RVW-020,Review Evidence — publication-workflow.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/docs/publication-workflow.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,docs,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/docs/publication-workflow.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,7fd517304af4ae4c33ad2f618ec3c9b9546b9d41dabac679ad37e638e40ade10,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/docs/publication-workflow.md,P1
EVD-RVW-021,Review Evidence — release-checklist.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/docs/release-checklist.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,docs,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/docs/release-checklist.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,dc6d9660ab13fbb3c9044bfa2fbdaa6c800a6ad6e6a85b859fec57acfab434f9,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/docs/release-checklist.md,P1
EVD-RVW-022,Review Evidence — residual-risk-method.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/docs/residual-risk-method.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,docs,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/docs/residual-risk-method.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,1d4b303978445565879aa5183d6b64f049ba616d8469653e8e2d1ece571be9cb,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/docs/residual-risk-method.md,P1
EVD-RVW-023,Review Evidence — security-evidence-package.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/docs/security-evidence-package.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,docs,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/docs/security-evidence-package.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,ae190e64fd515dc4c0ce852522a41c614fce6e1b247164c2f8d7f6e49956afa7,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/docs/security-evidence-package.md,P1
EVD-RVW-024,Review Evidence — security-review.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/docs/security-review.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,docs,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/docs/security-review.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,29d52395461fce7a17634f46b505b23a3e8f4b845f0df93e620580c0833cc60f,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/docs/security-review.md,P1
EVD-RVW-025,Review Evidence — seo-and-metadata.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/docs/seo-and-metadata.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,docs,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/docs/seo-and-metadata.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,8f403aa2ad2365fcf63fb1b9c168ae02362e5e2ae313cf73c5fb4ca6667dd3cd,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/docs/seo-and-metadata.md,P1
EVD-RVW-026,Review Evidence — test-plan-week-3.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/docs/test-plan-week-3.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,docs,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/docs/test-plan-week-3.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,041a5f07557997ac105c944920a1d2e5b015bf50bda5fbe38cec413ed0b0df54,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/docs/test-plan-week-3.md,P1
EVD-RVW-027,Review Evidence — test-plan-week-4.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/docs/test-plan-week-4.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,docs,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/docs/test-plan-week-4.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,de4ae2589f7e69dedbfd89ee97b504dd8e1204dd003b5ef002112ebce717d08b,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/docs/test-plan-week-4.md,P1
EVD-RVW-028,Review Evidence — test-plan.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/docs/test-plan.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,docs,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/docs/test-plan.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,adaf6db291b15ff39fc6cc77e2b266ded2aafb86c151f2a0c1b75aae9210ac55,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/docs/test-plan.md,P1
EVD-RVW-029,Review Evidence — traceability-model.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/docs/traceability-model.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,docs,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/docs/traceability-model.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,cbfe9de657dca682f3dca1b0cb9182315c0fb417de2b4de2f57bd189c99d7b60,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/docs/traceability-model.md,P1
EVD-RVW-030,Review Evidence — week-3-project-integration.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/docs/week-3-project-integration.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,docs,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/docs/week-3-project-integration.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,00405a772ba3e657ef778fdb51ee7ec68e81697941af5ccdc1bd24da5807ad86,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/docs/week-3-project-integration.md,P1
EVD-RVW-031,Review Evidence — week-4-professional-launch.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/docs/week-4-professional-launch.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,docs,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/docs/week-4-professional-launch.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,ebc879f7c2acbb1556d54943e6236e47ede2aaa9f83a433318dd70d5d2978cf8,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/docs/week-4-professional-launch.md,P1
EVD-RVW-032,Review Evidence — week-8-production-readiness.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/docs/week-8-production-readiness.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,docs,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/docs/week-8-production-readiness.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,82f0da7a5565a5f5e3ac58fbb2205b92e0693c9fcb5da2544843f6da4fbd079c,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/docs/week-8-production-readiness.md,P1
EVD-UT-013,Unit Test Evidence — FindingsExplorer.test.tsx,Unit Test Evidence,Repository artefact at ecss-ml-assurance-workbench/frontend/src/components/features/__tests__/FindingsExplorer.test.tsx,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,frontend,PENDING_SVERP,Not identified,Test,Software Component,ecss-ml-assurance-workbench/frontend/src/components/features/__tests__/FindingsExplorer.test.tsx,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,b384f654e514983c249e623fca9f7da14a71866fc99a4bc8f00e9a2be19cc36c,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/frontend/src/components/features/__tests__/FindingsExplorer.test.tsx,P1
EVD-UT-014,Unit Test Evidence — assurance.test.tsx,Unit Test Evidence,Repository artefact at ecss-ml-assurance-workbench/frontend/src/pages/__tests__/assurance.test.tsx,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,frontend,PENDING_SVERP,Not identified,Test,Software Component,ecss-ml-assurance-workbench/frontend/src/pages/__tests__/assurance.test.tsx,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,f81e50f649a9931b5c1b3dab3e03282949b69f8f3a08a36fcbd20412067b1292,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/frontend/src/pages/__tests__/assurance.test.tsx,P1
EVD-UT-015,Unit Test Evidence — pages.test.tsx,Unit Test Evidence,Repository artefact at ecss-ml-assurance-workbench/frontend/src/pages/__tests__/pages.test.tsx,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,frontend,PENDING_SVERP,Not identified,Test,Software Component,ecss-ml-assurance-workbench/frontend/src/pages/__tests__/pages.test.tsx,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,3a9e2d7526f6394514dc589efae6ae461a26b817dfc1438f15dc9eb79be3f9d5,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/frontend/src/pages/__tests__/pages.test.tsx,P1
EVD-UT-016,Unit Test Evidence — portfolio.test.tsx,Unit Test Evidence,Repository artefact at ecss-ml-assurance-workbench/frontend/src/pages/__tests__/portfolio.test.tsx,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,frontend,PENDING_SVERP,Not identified,Test,Software Component,ecss-ml-assurance-workbench/frontend/src/pages/__tests__/portfolio.test.tsx,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,52cce405eaf5d64502dda3dd8ca1ef0d32817c5e31f04a9fda222136f934e5be,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/frontend/src/pages/__tests__/portfolio.test.tsx,P1
EVD-UT-017,Unit Test Evidence — site.test.tsx,Unit Test Evidence,Repository artefact at ecss-ml-assurance-workbench/frontend/src/pages/site/__tests__/site.test.tsx,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,frontend,PENDING_SVERP,Not identified,Test,Software Component,ecss-ml-assurance-workbench/frontend/src/pages/site/__tests__/site.test.tsx,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,5716ac60a8046199b7a3123534d8a95fb2bf2f52214bb2b7aa5c34d4b285f6dc,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/frontend/src/pages/site/__tests__/site.test.tsx,P1
EVD-RVW-033,Review Evidence — CV_PROJECT_DESCRIPTION.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/portfolio/CV_PROJECT_DESCRIPTION.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,portfolio,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/portfolio/CV_PROJECT_DESCRIPTION.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,3d9abf2a45f29216af07e0c7b059c06a36fdd70705d140b929d9396c5d568235,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/portfolio/CV_PROJECT_DESCRIPTION.md,P1
EVD-RVW-034,Review Evidence — DEMO_SCRIPT.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/portfolio/DEMO_SCRIPT.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,portfolio,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/portfolio/DEMO_SCRIPT.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,6bc24c1cd422670916f96359939df3af67ce4c7c8c55c641dbd3cb54ce83f8e7,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/portfolio/DEMO_SCRIPT.md,P1
EVD-RVW-035,Review Evidence — INTERVIEW_TALK_TRACK.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/portfolio/INTERVIEW_TALK_TRACK.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,portfolio,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/portfolio/INTERVIEW_TALK_TRACK.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,edfbf583ca7002a120b3cf6378cec62664173edcc2fb0ae2a11aee33059229c9,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/portfolio/INTERVIEW_TALK_TRACK.md,P1
EVD-RVW-036,Review Evidence — LINKEDIN_PROJECT_DESCRIPTION.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/portfolio/LINKEDIN_PROJECT_DESCRIPTION.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,portfolio,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/portfolio/LINKEDIN_PROJECT_DESCRIPTION.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,0cbacce86622a45a8ce3304368047f095d8129845c166e2b334ed80c6f431d09,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/portfolio/LINKEDIN_PROJECT_DESCRIPTION.md,P1
EVD-RVW-037,Review Evidence — PROJECT_OVERVIEW.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/portfolio/PROJECT_OVERVIEW.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,portfolio,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/portfolio/PROJECT_OVERVIEW.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,247a19e5bc527317e7955bf1b0e561fd7df5f8ecbdac4d944be8267490b98512,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/portfolio/PROJECT_OVERVIEW.md,P1
EVD-RVW-038,Review Evidence — SCREENSHOT_PLAN.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/portfolio/SCREENSHOT_PLAN.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,portfolio,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/portfolio/SCREENSHOT_PLAN.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,45cd75f49c62ba05cc7b5541afbaa0aa9b805810f7b1d8adef8733096b63ce93,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/portfolio/SCREENSHOT_PLAN.md,P1
EVD-RVW-039,Review Evidence — SKILLS_DEMONSTRATED.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/portfolio/SKILLS_DEMONSTRATED.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,portfolio,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/portfolio/SKILLS_DEMONSTRATED.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,94c030e39b4801dc4a377df9fe346a8165c69522d3d7b6597137aa0bbb6108cb,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/portfolio/SKILLS_DEMONSTRATED.md,P1
EVD-RVW-040,Review Evidence — TECHNICAL_SUMMARY.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/portfolio/TECHNICAL_SUMMARY.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,portfolio,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/portfolio/TECHNICAL_SUMMARY.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,462719a5fbd0d4d637da9255f7599594f93a2a29724f7c2db7a243929b8b0f38,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/portfolio/TECHNICAL_SUMMARY.md,P1
EVD-RVW-041,Review Evidence — gnc-sensor-fusion-safety-cage-case-study.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/portfolio/gnc-sensor-fusion-safety-cage-case-study.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,portfolio,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/portfolio/gnc-sensor-fusion-safety-cage-case-study.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,bd94162e112f32645fff390d1af08c7f20cab17c4528ba0f8a4ce73ab1ba6fb4,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/portfolio/gnc-sensor-fusion-safety-cage-case-study.md,P1
EVD-RVW-042,Review Evidence — real-time-embedded-ai-case-study.md,Review Evidence,Repository artefact at ecss-ml-assurance-workbench/portfolio/real-time-embedded-ai-case-study.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,portfolio,PENDING_SVERP,Not identified,Review,Document,ecss-ml-assurance-workbench/portfolio/real-time-embedded-ai-case-study.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,2afd93bcd03b0f9775687b75cc150e854e374bc4c337285e5514a27790878daa,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/portfolio/real-time-embedded-ai-case-study.md,P1
EVD-CM-001,Configuration Management Evidence — backup-20260902T124655Z.zip,Configuration Management Evidence,Repository artefact at ecss-ml-assurance-workbench/release/backup-20260902T124655Z.zip,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,release,PENDING_SVERP,Not identified,Test,Process,ecss-ml-assurance-workbench/release/backup-20260902T124655Z.zip,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,e79f078844574de7d288992a43f4941d67d6c0dfb7171bd7f0c12831896eae8e,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/release/backup-20260902T124655Z.zip,P1
EVD-CLS-001,Verification Closure Evidence — quality-gate-report.json,Verification Closure Evidence,Repository artefact at ecss-ml-assurance-workbench/release/quality-gate-report.json,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,release,PENDING_SVERP,Not identified,Test,Process,ecss-ml-assurance-workbench/release/quality-gate-report.json,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,c5fb7577c0bc98af8f19b6d1d8ae899a23d8e7d5ce2cbf08d825f36a02104a23,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/release/quality-gate-report.json,P1
EVD-CLS-002,Verification Closure Evidence — quality-gate-report.md,Verification Closure Evidence,Repository artefact at ecss-ml-assurance-workbench/release/quality-gate-report.md,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,release,PENDING_SVERP,Not identified,Test,Process,ecss-ml-assurance-workbench/release/quality-gate-report.md,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,aa47c69206bd55ad9ec4a55a33260759e2f6158a38272a39168d2ec1f0523dd0,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/release/quality-gate-report.md,P1
EVD-TOOL-001,Tool Qualification or Tool Confidence Evidence — sbom.json,Tool Qualification or Tool Confidence Evidence,Repository artefact at ecss-ml-assurance-workbench/security/sbom.json,Supports SVR verification evidence set (candidate; acceptance criteria pending review).,security,PENDING_SVERP,Not identified,Analysis,Tool or Environment,ecss-ml-assurance-workbench/security/sbom.json,Not defined,repository main (untracked),Not assigned,Not assigned,Not assessed,Not defined,Available,Pending,b8030e1ad2ebde3ac0d518c9bf599982f7cc52238b096da33ee150545670a107,SVR Section TBD,Not indexed,ecss-ml-assurance-workbench/security/sbom.json,P1
